time/total_timesteps,train/learning_rate,time/time_elapsed,time/episodes,train/n_updates,rollout/ep_rew_mean,train/ent_coef_loss,train/ent_coef,rollout/ep_len_mean,train/actor_loss,time/fps,train/critic_loss
23828,0.0003,413,68,23727,-111.41762448529413,2.1847877502441406,0.012462670914828777,350.4117647058824,-11.232362747192383,57,4.893679618835449
24262,0.0003,421,72,24161,-111.1093515138889,-0.8900430798530579,0.012548289261758327,336.97222222222223,-12.271612167358398,57,0.5034691095352173
24877,0.0003,431,76,24776,-110.7857442236842,-1.5556507110595703,0.011746974661946297,327.32894736842104,-12.470611572265625,57,0.572879433631897
25460,0.0003,442,80,25359,-110.37015482500001,2.9733352661132812,0.012640791945159435,318.25,-10.459460258483887,57,0.5024352669715881
26194,0.0003,454,84,26093,-109.77018732142857,0.3063817322254181,0.01305472757667303,311.8333333333333,-9.04830551147461,57,0.6672296524047852
32594,0.0003,566,88,32493,-106.78354293181816,-2.320791721343994,0.006942077074199915,370.3863636363636,-6.334167957305908,57,0.5759903192520142
36064,0.0003,626,92,35963,-106.46200969565216,0.1494722068309784,0.0060173883102834225,392.0,-7.139581203460693,57,0.1865563690662384
39483,0.0003,686,96,39382,-105.64727266666667,-2.1826603412628174,0.00516740744933486,411.28125,-5.855011940002441,57,0.25758588314056396
43003,0.0003,747,100,42902,-104.24544076999999,-1.7143399715423584,0.005584468133747578,430.03,-1.7428871393203735,57,0.3908545970916748
44580,0.0003,775,104,44479,-106.08912502000001,-2.248026132583618,0.0051003810949623585,381.8,-3.853419780731201,57,0.2787929177284241
46899,0.0003,816,108,46798,-107.15775044999998,1.5504064559936523,0.00421385420486331,340.99,-1.4564529657363892,57,0.3014080822467804
50541,0.0003,879,112,50440,-105.88727094,1.9637550115585327,0.004253156017512083,374.51,-0.7080667018890381,57,0.27136871218681335
50950,0.0003,886,116,50849,-105.32766662000002,1.9744614362716675,0.004249462392181158,375.89,0.08689212799072266,57,0.3123769164085388
54352,0.0003,945,120,54251,-103.07248846,0.8884328603744507,0.004354058299213648,407.39,-0.14939484000205994,57,0.49209439754486084
